ID,LIMIT_BAL,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT4,default.payment.next.month
14991,160000,1,2,80166,34775,0,142848,90000,1
14992,230000,1,-1,328,1593,1621,2015,1479,0
14993,260000,-1,-1,229,674,674,0,814,0
14994,360000,-2,-2,194836,134296,5180,5564,0,0
14995,50000,0,0,49028,49740,2400,780,850,0
14996,20000,-1,-1,2500,3068,3068,0,0,0
14997,140000,0,0,116597,55208,3018,3000,2000,0
14998,50000,0,0,44687,39137,2138,44447,2004,0
14999,50000,0,0,45002,46053,2100,2100,2000,0
15000,50000,0,0,39103,40142,1667,1987,1710,0
15001,50000,0,0,24763,33542,10000,1175,0,1
15002,80000,-1,0,75356,78236,5000,4176,3000,0
15003,90000,0,0,24657,25743,1500,1500,1000,0
15004,50000,-1,-1,492,492,493,493,493,0
15005,270000,0,0,116315,119103,6500,6843,3617,0
15006,60000,1,2,64684,63036,0,2459,990,0
15007,240000,-2,-2,3862,1780,1783,0,0,0
15008,240000,0,0,131477,126941,6009,3017,150004,0
15009,30000,1,3,22494,21845,0,0,0,1
15010,50000,1,2,51047,47924,0,2200,1000,0
15011,370000,0,0,72322,74758,4252,5500,2926,0
15012,50000,1,2,49372,47420,0,2500,1000,0
15013,130000,0,0,2541,0,0,7609,1600,0
15014,20000,1,4,17361,16803,0,0,1400,0
15015,410000,0,0,335938,328323,14000,13014,12000,0
15016,50000,0,0,47695,49550,2657,2743,1712,0
15017,30000,1,2,31217,30406,0,3600,1100,0
15018,20000,0,0,16401,9620,3000,1000,1000,0
15019,50000,0,0,34384,35503,2000,4000,7000,0
15020,360000,-2,-2,8162,3141,3144,590,1748,0
15021,70000,1,2,9728,9423,0,3000,0,0
15022,160000,0,0,47268,47269,2725,2767,1791,0
15023,20000,0,0,19817,19751,2000,1700,1008,0
15024,110000,0,0,64494,49464,4000,3007,3000,0
15025,50000,1,2,20530,15843,0,3000,1000,0
15026,80000,0,0,75149,76786,4003,3003,1146,0
15027,150000,-1,-1,1600,1815,1815,0,0,0
15028,290000,0,0,76063,72418,4434,3814,1901,0
15029,340000,0,0,4726,5178,1379,61883,1855,0
15030,110000,0,0,103225,106004,4500,5000,2000,0
15031,150000,2,2,148364,150565,5400,5026,1500,1
15032,280000,-2,-2,3596,959,963,1072,1814,0
15033,20000,0,0,8168,12309,4600,0,0,1
15034,180000,2,2,114140,115764,5000,5000,5000,1
15035,50000,0,0,33307,38730,6000,13000,1000,1
15036,2.00E+05,-2,-2,0,0,0,0,0,1
15037,280000,-2,-2,117,1368,1375,14111,477,0
15038,1.00E+05,0,0,65451,72277,8000,7000,0,0
15039,50000,0,0,8406,8418,3000,3000,1000,0
15040,210000,0,0,81582,82768,4000,1584,0,0
15041,280000,0,0,22331,22341,1371,1389,0,0
15042,350000,-2,-2,3948,4368,2184,10678,0,0
15043,230000,-1,-1,948,1156,1156,1728,1172,0
15044,1.00E+05,0,0,97582,99964,5000,5000,0,0
15045,390000,0,0,24297,28804,5000,20000,5006,0
15046,210000,-1,-1,3180,0,0,0,0,0
15047,50000,0,0,29789,28699,1763,1759,979,0
15048,50000,0,0,15109,16117,1263,1363,515,0
15049,340000,0,-1,13454,14544,15074,528,13,0
15050,3.00E+05,1,-1,5256,2491,4000,2000,0,0
15051,150000,-1,-1,8027,7121,7129,11000,7531,0
15052,2.00E+05,0,0,74416,75891,3061,3200,2700,0
15053,350000,1,2,334427,322808,332,81256,6,1
15054,20000,0,0,17809,15650,1300,1300,1000,0
15055,470000,0,0,170812,172332,6500,8000,7000,1
15056,2.00E+05,0,0,132589,135286,4900,6600,11200,1
15057,20000,1,3,9080,8790,0,0,1000,0
15058,230000,-2,-2,211,162,162,155,75,0
15059,2.00E+05,0,0,154000,155392,5000,5000,5000,1
15060,70000,0,0,63580,64688,3000,3002,3000,0
15061,20000,2,0,19868,19805,1515,1000,390,1
15062,10000,0,0,9178,7692,1500,2257,500,0
15063,1.00E+05,2,2,67646,69237,3300,3100,2800,1
15064,130000,-2,-1,957,6214,6220,1628,2466,0
15065,240000,-2,-2,7278,800,804,437,9473,0
15066,590000,0,0,42337,90090,60092,68753,15033,0
15067,420000,0,0,403552,390237,13703,15581,12000,0
15068,360000,-1,-1,5375,0,0,7799,0,0
15069,280000,0,0,59188,146368,1.00E+05,101585,50119,0
15070,4.00E+05,-2,-2,0,2720,2720,98,1699,0
15071,10000,0,0,5828,7717,2000,1400,500,0
15072,110000,1,2,112829,108073,0,6307,2008,1
15073,220000,-1,2,628,314,1,291,347,0
15074,130000,0,0,89634,90999,5000,5000,5000,0
15075,50000,0,0,45853,44206,5435,2109,1000,0
15076,520000,0,0,203647,185853,6501,7001,5701,0
15077,30000,1,3,15783,15237,0,1000,1659,1
15078,50000,0,0,33634,34770,2000,1000,900,0
15079,260000,0,0,29389,2981,2796,12173,43968,0
15080,210000,-2,-2,245,245,245,141,0,0
15081,5.00E+05,0,-1,130700,15785,15785,154653,16000,0
15082,120000,0,0,119684,121113,5000,4200,5000,0
15083,110000,0,0,97510,92152,3300,3838,8000,0
15084,420000,-2,-2,11728,8860,8904,4866,7635,0
15085,80000,0,0,76015,77582,3008,3000,10000,1
15086,3.00E+05,0,0,39260,29318,2052,3012,10154,0
15087,260000,2,2,139582,149124,13400,0,16502,1
15088,5.00E+05,1,-2,0,0,0,0,0,0
15089,20000,3,2,20334,18555,0,1096,89,0
15090,160000,0,0,156775,157941,5145,5187,3000,0
15091,290000,-2,-2,0,0,0,0,0,0
15092,360000,0,0,120533,124530,6000,6000,4918,0
15093,2.00E+05,-2,-2,3000,5752,5752,5028,2900,0
15094,180000,0,0,105347,66897,6241,2324,1,0
15095,1.00E+05,-1,2,1818,1644,0,1020,41113,1
15096,5.00E+05,-2,-2,1523,0,0,0,0,1
15097,50000,0,0,13921,14800,1500,2000,2000,0
15098,290000,0,0,215472,222699,11000,9500,3003,0
15099,270000,-2,-2,0,0,0,0,0,0
15100,250000,-2,-2,5017,22469,22581,0,0,0
15101,80000,2,0,75222,131966,2379,6036,1187,1
15102,360000,-1,-1,1540,1099,1102,6353,1277,0
15103,50000,1,2,25667,26441,1500,1500,1500,0
15104,420000,0,0,168182,163177,15000,6000,10000,0
15105,180000,0,0,257579,274731,20000,11000,26000,0
15106,180000,-2,-2,0,0,0,0,680,0
15107,220000,-1,-1,3455,11997,12001,5874,416,0
15108,210000,-2,-2,2563,5854,5854,1032,3565,0
15109,180000,0,0,179253,95170,3700,3700,2360,0
15110,210000,1,2,236136,220847,0,9400,2000,0
15111,20000,1,2,18206,18217,1000,3000,0,0
15112,50000,2,2,19786,19170,0,3008,2638,1
15113,250000,-2,-2,-18,2482,2518,0,0,0
15114,50000,1,-2,0,0,0,0,0,0
15115,50000,0,0,46794,46836,1756,1982,633,0
15116,50000,0,0,44147,45063,1785,1973,683,1
15117,50000,0,0,48600,49387,1986,1638,449,0
15118,50000,2,2,47009,49942,4000,1500,1275,0
15119,370000,0,0,360546,369909,15901,13603,11014,0
15120,20000,1,2,9453,10143,1000,900,0,1
15121,3.00E+05,0,0,269781,275773,10001,11001,10001,0
15122,50000,0,0,48120,47824,1818,1948,669,0
15123,2.00E+05,-1,-1,2343,3943,3943,1443,1443,0
15124,180000,-1,-1,316,316,316,316,316,1
15125,490000,0,0,208353,205873,10000,10000,10000,0
15126,330000,0,0,20727,197441,194000,6710,5671,0
15127,160000,1,2,142779,146635,7700,6100,2000,1
15128,80000,0,0,74040,74658,3500,2500,2000,0
15129,30000,1,2,18034,16604,6,1335,0,0
15130,150000,-2,-2,4966,-1390,1406,133122,5001,0
15131,50000,0,0,22551,18975,1296,1318,682,0
15132,50000,0,0,43286,47744,5500,0,2000,0
15133,2.00E+05,-2,-2,17306,17380,17380,20341,17466,0
15134,240000,0,0,14332,16135,2000,234000,7046,0
15135,50000,0,0,41700,42858,1853,2126,520,0
15136,150000,0,0,103720,103662,5000,3000,0,0
15137,190000,1,2,147335,135184,0,6586,3292,0
15138,450000,-2,-2,-81,15029,15110,40,9,0
15139,30000,3,2,2395,2395,0,0,0,1
15140,410000,0,0,429392,425895,15120,16284,10320,1
15141,50000,0,0,50805,50690,1750,5600,10600,1
15142,240000,-1,-1,1115,1211,1211,2455,1917,0
15143,20000,0,0,19026,19495,2302,2004,1000,0
15144,290000,-2,-2,768,42863,42863,2632,4684,0
15145,330000,0,0,32316,33705,2000,2000,800,0
15146,170000,0,0,139172,140837,4970,5300,3500,0
15147,70000,2,2,72593,70828,0,7463,2840,1
15148,120000,-2,-2,14709,8158,9326,3538,5313,0
15149,250000,-2,-2,0,0,0,0,0,1
15150,290000,0,0,279804,279377,10000,11000,10000,0
15151,20000,0,0,25451,24025,3000,1500,54,0
15152,80000,2,2,74860,80461,6865,37,3600,1
15153,30000,1,2,27332,26600,0,2006,1100,0
15154,50000,2,0,8730,4388,1000,0,5412,1
15155,30000,2,0,23243,24394,1704,2168,165,1
15156,2.00E+05,0,0,205736,199379,7758,5001,10800,1
15157,70000,0,0,32244,33549,1841,1600,1300,0
15158,50000,0,0,50905,49796,2200,2100,2000,0
15159,30000,0,0,14617,17363,3000,3376,8009,0
15160,70000,2,2,64838,69136,6000,2000,1170,0
15161,80000,2,0,73954,77526,5400,3451,2000,1
15162,50000,0,0,33703,30857,1800,1800,915,0
15163,3.00E+05,0,0,29300,18988,1214,2000,1500,0
15164,30000,-1,0,2006,3116,1157,25885,2170,0
15165,50000,0,0,49129,49102,1833,1804,1031,0
15166,50000,0,0,50734,43406,1700,2016,2100,0
15167,80000,-1,-1,3436,3473,3473,10020,22,0
15168,50000,0,0,40760,39660,1500,1500,1466,0
15169,50000,0,0,50859,49808,1965,2150,1045,0
15170,40000,2,2,8160,9197,1327,1000,1500,1
15171,160000,0,0,17920,17195,2000,3181,1942,0
15172,60000,0,0,21972,24612,3126,1392,3601,0
15173,30000,0,0,27186,27585,1451,3564,1174,1
15174,30000,0,0,12936,15904,3200,0,3000,0
15175,30000,0,0,34084,33476,1521,1573,1300,0
15176,90000,-1,-1,5802,4657,4657,10967,249,0
15177,1.00E+05,0,0,85343,83855,2916,3000,3000,0
15178,50000,0,0,8400,9412,1160,1181,1016,0
15179,90000,0,0,28276,29305,1505,1536,9852,0
15180,90000,2,2,65521,63869,0,2368,5140,1
15181,50000,2,0,48668,48554,4034,2000,1000,1
15182,80000,0,0,76117,76660,2300,2200,2000,0
15183,60000,0,0,6234,7402,1276,1144,950,0
15184,80000,0,0,4418,7327,3000,3000,5000,0
15185,20000,2,2,14549,17144,2845,0,1000,0
15186,30000,2,2,7593,9634,2379,7,13,0
15187,80000,0,0,60423,55120,2007,2000,0,0
15188,160000,-1,2,2227,316,0,632,316,0
15189,460000,-1,0,11689,12911,2000,3000,4000,0
15190,90000,1,2,88550,78892,3000,3500,3000,1
15191,30000,3,2,300,300,0,0,0,0
15192,220000,0,0,224166,219085,8200,7729,7917,0
15193,70000,0,0,53443,49938,3000,2500,1000,0
15194,110000,2,2,107378,109604,5500,5300,4000,1
15195,50000,0,0,16092,12352,2352,809,48659,0
15196,120000,-2,-2,316,316,316,316,316,0
15197,150000,0,0,127487,120586,6000,4500,3900,0
15198,140000,0,0,182424,115115,10207,9120,2117,0
15199,120000,0,0,102157,103182,5367,20000,2512,0
15200,40000,0,0,36835,37528,2000,2000,516,0
15201,90000,2,0,75620,75382,3300,3350,5500,1
15202,50000,3,2,22613,21957,0,3200,1000,1
15203,130000,-2,-2,90833,2774,2788,740,73758,0
15204,180000,-2,-2,100,100,100,100,100,0
15205,220000,0,0,4750,4909,2012,3791,5850,0
15206,160000,0,0,6252,5073,4000,2230,16,0
15207,70000,0,-1,20064,24336,24336,3010,875,0
15208,60000,0,0,4262,7169,3000,1500,1000,1
15209,140000,0,0,120072,78166,2824,2508,2300,0
15210,70000,0,0,68425,71783,6800,3100,3850,0
15211,320000,-1,-1,4114,390,390,944,5000,0
15212,60000,0,0,20217,8376,1116,2420,800,0
15213,360000,1,-2,0,0,0,0,0,1
15214,5.00E+05,0,0,3715,2862,2013,1044,5,0
15215,2.00E+05,1,-2,0,0,0,0,1156,0
15216,160000,-1,-1,1049,2058,2060,2164,1500,0
15217,80000,0,-1,7491,2900,2900,0,0,0
15218,20000,0,0,19064,20356,2000,2000,5000,0
15219,110000,1,2,105152,97804,0,5200,2500,0
15220,30000,-1,-1,2805,0,0,0,986,0
15221,140000,1,-2,-53,-53,0,1170,0,0
15222,150000,0,0,17594,14850,1609,2000,0,0
15223,140000,0,0,54279,55991,2615,5000,2455,0
15224,460000,0,0,442291,449790,16000,17610,13810,1
15225,60000,0,0,58204,56930,2030,2083,2200,0
15226,90000,1,2,78976,84566,7500,7300,3300,1
15227,130000,2,2,112570,109131,0,11323,4294,1
15228,3.00E+05,0,0,25193,34242,10000,1377,2000,0
15229,130000,1,2,85342,88063,5000,4100,7000,0
15230,160000,-1,-1,3617,2091,2122,5822,615,0
15231,20000,0,0,12530,13518,1500,1600,1500,0
15232,20000,2,2,16478,19187,2994,0,800,1
15233,210000,-1,-1,5081,4053,4055,3856,2338,0
15234,1.00E+05,0,0,89745,91659,3421,7728,5000,0
15235,120000,0,0,24484,26751,3000,3000,5000,1
15236,60000,0,0,56261,55773,1993,2627,2500,0
15237,30000,2,2,30028,26208,0,3400,0,1
15238,290000,0,0,53476,52089,2009,2569,987,0
15239,260000,0,0,40066,38115,2000,3030,7000,0
15240,130000,0,0,124777,133265,12000,0,4820,0
15241,180000,1,-2,0,0,0,0,0,0
15242,80000,0,0,79407,66491,2491,2540,1485,0
15243,70000,0,0,59195,37953,2195,1881,1444,0
15244,290000,0,0,58481,41773,2000,2000,2000,0
15245,80000,-1,0,28652,29869,2000,4000,1500,0
15246,3.00E+05,-2,-2,2200,1378,1378,1422,474,0
15247,2.00E+05,0,0,148880,151913,7000,7200,6000,0
15248,30000,0,0,15982,12226,2226,1539,0,0
15249,240000,0,0,86508,86596,3583,2768,2928,0
15250,5.00E+05,-1,-1,416,258,258,1563,1000,0
15251,30000,2,0,31548,30226,1665,1676,493,0
15252,180000,2,2,2096,3775,1721,2005,5000,0
15253,180000,-2,-2,384,0,0,0,503,1
15254,180000,0,0,34607,43623,10000,5000,5000,0
15255,260000,0,0,217735,222109,9553,7893,7106,0
15256,80000,-1,-1,1305,-789,0,0,0,0
15257,4.00E+05,-2,-2,0,0,0,0,45374,0
15258,360000,-2,-2,0,750,750,2,0,0
15259,130000,1,-2,0,0,0,0,0,0
15260,50000,0,0,48848,49988,2000,2000,1032,0
15261,290000,-1,0,19315,30310,15000,2000,0,0
15262,360000,-1,-1,1873,13532,13537,5762,8093,0
15263,240000,0,0,238225,243044,9000,10500,7000,0
15264,80000,0,0,76095,78197,3500,2600,2000,0
15265,230000,1,-2,-46,-46,0,0,4829,1
15266,230000,0,0,219712,208532,30500,25000,5000,0
15267,330000,-1,-1,2202,2900,2911,2579,6,0
15268,30000,1,2,22419,24932,3207,0,1100,0
15269,120000,0,0,42687,46640,5000,5000,5000,0
15270,60000,-2,-2,3591,-5,0,0,1360,0
15271,230000,-2,-2,430,430,430,430,430,1
15272,330000,1,-1,-58,22301,22359,5895,0,0
15273,380000,-1,-1,1040,0,0,0,25311,0
15274,150000,-1,-1,8404,4493,4493,11848,0,0
15275,170000,0,0,116048,117485,4200,4300,4518,1
15276,2.00E+05,-1,2,1626,730,233,3049,2423,0
15277,2.00E+05,0,0,24605,25653,1462,1559,390,0
15278,260000,0,0,104717,102159,5300,3500,3000,0
15279,430000,-1,-1,1343,909,909,5319,157,0
15280,20000,1,2,10935,11456,1000,1900,1000,1
15281,2.00E+05,0,0,75014,77044,3190,4195,5000,0
15282,290000,-2,-2,5307,4739,4739,11527,4873,0
15283,240000,0,0,188956,189678,7200,7500,6000,0
15284,290000,-1,-1,3412,1573,1573,11886,1170,0
15285,490000,0,0,250970,255009,10000,11547,2000,0
15286,230000,-2,-2,970,1475,1483,1640,335,0
15287,290000,0,0,81022,59327,2121,48345,1516,0
15288,20000,-1,2,5741,5155,0,2294,1056,0
15289,3.00E+05,0,0,9582,6803,1818,7217,9383,0
15290,130000,-1,-1,390,390,390,1170,0,1
15291,150000,0,0,119398,97435,3459,4913,2390,0
15292,50000,0,0,35874,32130,1600,3000,2000,0
15293,2.00E+05,-2,-2,1182,0,0,198,0,0
15294,180000,-1,-1,107,825,825,7609,1650,0
15295,3.00E+05,-1,-1,21670,-5,0,0,1307,0
15296,30000,1,2,8055,9263,1500,0,0,1
15297,420000,1,-1,0,5526,5526,2000,0,0
15298,320000,-1,-1,2920,2610,2610,9439,2655,0
15299,380000,0,0,66979,70289,5700,2500,5000,0
15300,270000,0,0,46107,42151,1700,1700,1100,0
15301,150000,0,0,213638,190709,7877,8069,40502,0
15302,180000,0,0,171768,164274,7400,6100,6543,0
15303,180000,-2,-2,2639,0,0,0,0,1
15304,140000,0,0,114133,122191,10000,8000,4000,1
15305,90000,-1,0,85718,88476,4200,5000,2400,0
15306,1.00E+05,0,0,83013,89589,8000,5000,0,0
15307,60000,-1,2,2084,145,0,0,0,1
15308,140000,0,0,117460,110301,7000,16000,3000,0
15309,50000,1,2,15214,14673,0,3200,0,0
15310,140000,1,-1,0,797,797,190,32617,0
15311,230000,1,2,19451,13716,1017,5028,3012,0
15312,240000,1,-2,-3,-3,0,2489,580,0
15313,180000,0,0,184650,0,0,0,0,0
15314,80000,0,0,18787,19869,1400,1352,1000,0
15315,150000,0,0,61137,62350,2230,2306,2372,0
15316,3.00E+05,1,-2,0,0,0,0,150000,0
15317,420000,2,0,412289,414634,16272,17029,15056,1
15318,60000,-1,-1,7233,1596,1596,1562,0,0
15319,30000,0,0,29757,29059,1720,1450,500,0
15320,210000,-1,-1,430,1570,1570,17036,936,0
15321,170000,-2,-2,0,0,0,0,0,1
15322,270000,0,0,24775,18018,10203,15908,29000,0
15323,120000,-1,-1,28724,-72,0,0,0,0
15324,150000,0,0,30643,31209,1237,1354,924,0
15325,150000,-1,-1,7591,5538,5538,18987,1399,1
15326,240000,-2,-2,5391,7375,7375,4908,2587,0
15327,130000,-1,0,15923,82292,70000,792,0,0
15328,150000,0,0,105911,109006,5530,4100,2211,0
15329,20000,0,0,19921,18100,1594,1640,685,0
15330,390000,-2,-2,2703,1017,1017,0,1560,0
15331,270000,0,0,161039,164354,6000,6079,12840,0
15332,180000,-1,2,1560,316,0,316,316,1
15333,2.00E+05,0,0,78866,74961,20000,2513,5000,0
15334,180000,-1,-1,491,0,0,0,0,0
15335,330000,0,0,118467,110930,4000,4600,4190,0
15336,140000,0,0,51270,54000,4500,4117,0,0
15337,220000,-1,-1,387,1083,1086,2099,390,0
15338,4.00E+05,-1,-1,6376,4925,5949,4403,168459,0
15339,150000,0,0,339351,133681,7000,3500,5242,0
15340,2.00E+05,2,2,2500,0,0,0,0,1
15341,30000,-1,-1,661,25166,25166,1437,1166,0
15342,170000,0,0,106667,103955,3458,3426,1779,0
15343,180000,1,2,18435,1563,0,3842,5000,0
15344,3.00E+05,0,0,5361,2700,1060,1182,1630,0
15345,1.00E+05,0,0,76112,77494,4500,25445,3500,0
15346,5.00E+05,-1,0,5410,2760,2700,36861,20055,0
15347,80000,0,0,34965,35660,1578,2000,1397,0
15348,60000,0,0,61756,60800,2200,2100,800,0
15349,50000,0,0,24380,23325,1366,1400,5000,0
15350,5.00E+05,-1,-1,485,6342,6342,1228,1060,0
15351,50000,2,2,47676,48896,2300,1500,3400,1
15352,160000,0,-1,6061,1594,2000,3037,1000,0
15353,180000,1,-2,0,0,0,0,0,0
15354,520000,1,2,133890,106928,5022,0,40000,0
15355,160000,-1,-1,5459,20415,20415,2141,5816,0
15356,380000,-1,-1,472,14985,14985,10472,25356,0
15357,440000,0,0,411970,420142,15003,30000,9000,0
15358,280000,2,0,3192,4962,2000,3000,3000,0
15359,130000,0,0,63281,56889,10000,5000,5000,0
15360,250000,1,-2,0,0,0,0,0,0
15361,360000,1,-1,0,791,791,173,287,0
15362,470000,-1,-1,9,89,1960,0,0,0
15363,330000,0,0,132702,135972,6972,4989,5470,0
15364,240000,-1,-1,1986,1323,1323,329,7776,0
15365,360000,-1,-1,485,-15,0,0,1250,0
15366,80000,2,2,81428,78041,4,3716,1000,1
15367,280000,0,0,15801,9982,1200,1200,1000,0
15368,60000,1,-1,0,780,780,0,390,0
15369,220000,2,2,34510,33661,0,2100,3000,1
15370,140000,0,0,53951,55444,3000,3000,2000,0
15371,230000,0,0,23586,6633,5576,2525,4452,0
15372,360000,1,-1,-6,1191,1197,23931,0,0
15373,390000,0,0,152535,153477,5153,10000,5010,0
15374,280000,0,0,11561,12662,1300,1300,600,0
15375,310000,0,0,41623,42465,3021,7000,1000,0
15376,5.00E+05,0,0,264479,275025,15000,14500,11000,0
15377,230000,0,0,72288,69680,2429,2579,2000,0
15378,30000,-2,-2,0,0,0,0,0,0
15379,120000,-2,-2,0,77,77,1460,0,0
15380,2.00E+05,-2,-2,10000,10000,10000,10000,10000,0
15381,390000,0,0,60819,61300,5000,2506,2500,0
15382,2.00E+05,0,0,59891,60537,3000,2800,2100,0
15383,6.00E+05,1,2,485861,462675,33,15287,15013,0
15384,20000,2,2,21646,24390,3400,0,0,1
15385,140000,0,0,41241,42548,1996,3000,3000,0
15386,90000,-1,2,336,168,0,432,0,1
15387,20000,0,0,5636,6737,1200,1208,176,0
15388,30000,0,0,26958,26716,4000,5022,820,0
15389,250000,0,0,154878,152677,5200,5200,4014,0
15390,350000,0,0,187649,141353,5100,5400,6000,0
15391,150000,-1,-1,4016,5115,5119,1002,2119,0
15392,3.00E+05,0,0,113308,109901,5400,5800,7000,0
15393,50000,0,0,46778,47770,1770,2009,1000,1
15394,390000,-2,-2,1186,15523,15657,0,0,0
15395,120000,-1,2,1743,316,0,316,0,0
15396,140000,0,0,142270,144418,5357,5829,3500,0
15397,80000,0,0,80904,64144,2500,2200,1200,0
15398,50000,0,0,23593,24787,1831,1189,30000,0
15399,140000,-2,-2,1282,367,367,0,0,1
15400,330000,-2,-2,5600,0,0,98,0,0
15401,280000,2,2,28788,31315,3315,0,1557,0
15402,470000,0,-1,3388,1359,1359,7650,1942,1
15403,1.00E+05,0,0,95980,99056,4057,3232,2290,0
15404,160000,0,0,123760,124218,6018,5810,3524,0
15405,320000,-1,-1,8391,2855,2869,1026,868,0
15406,130000,0,0,132571,-829,0,0,0,0
15407,50000,2,2,41174,42196,2000,2100,2000,0
15408,540000,0,0,66637,66665,3100,3070,2320,0
15409,50000,0,0,47937,33816,2000,2000,0,0
15410,140000,0,0,248822,246595,10000,10200,9000,0
15411,50000,0,0,28509,29230,1500,1600,2627,0
15412,360000,-2,-2,0,0,0,0,0,0
15413,420000,1,-1,0,23621,23621,29052,292962,0
15414,360000,-2,-2,1495,1117,1120,7065,1181,0
15415,110000,-1,-1,390,390,390,390,780,1
15416,170000,-2,-1,416,2939,2939,3000,7509,0
15417,350000,1,-2,36138,7613,7619,5875,33127,0
15418,240000,2,0,133954,138785,8500,6500,60000,0
15419,240000,-2,-2,489,4006,4006,696,696,0
15420,80000,1,-1,0,2412,2412,0,0,0
15421,60000,-1,-1,694,694,694,694,694,0
15422,220000,2,0,220389,223682,8490,8100,7804,1
15423,5.00E+05,0,0,260356,253580,18609,9800,6000,0
15424,20000,0,0,15886,16337,2500,800,1000,0
15425,360000,3,2,245135,244583,8000,0,3000,1
15426,3.00E+05,0,0,5551,6564,1110,1500,0,0
15427,60000,0,0,57775,51280,2000,1043,0,1
15428,360000,3,2,2500,2500,0,0,0,1
15429,50000,0,0,42284,31512,1800,1600,1000,0
15430,130000,0,0,46113,49520,5000,0,0,0
15431,50000,0,0,47734,47025,1763,1840,1717,0
15432,150000,0,0,134218,118580,4465,10629,1833,0
15433,30000,0,0,28327,27406,1464,1458,1154,0
15434,350000,0,0,27916,24973,2001,2010,10506,0
15435,50000,0,0,48517,37071,5204,5196,48011,0
15436,20000,0,0,13284,13987,1229,2200,500,0
15437,20000,1,-2,0,0,0,0,17330,0
15438,180000,-2,-2,-106,-200,0,0,200,0
15439,50000,1,-2,0,0,0,0,0,0
15440,150000,1,2,156387,148656,0,6000,4000,1
15441,120000,0,0,117324,91457,3500,5390,3500,0
15442,20000,0,0,7320,7761,2000,631,2000,1
15443,60000,-1,-1,836,836,836,6842,117,0
15444,80000,1,2,38151,39227,2000,0,1500,1
15445,50000,0,0,49631,49641,3000,2000,0,0
15446,50000,0,0,44477,45425,2000,3134,0,0
15447,30000,0,0,30465,27943,1630,2231,1051,0
15448,20000,0,0,15481,18004,3100,1700,700,1
15449,50000,-2,-2,0,0,0,0,0,0
15450,150000,0,0,51568,52952,3000,60086,2000,0
15451,50000,1,-2,0,0,0,0,973,0
15452,5.00E+05,0,0,59646,49412,43018,3030,3064,0
15453,120000,0,0,75896,77931,3900,3300,3200,0
15454,260000,0,0,256324,250666,10000,9000,11500,0
15455,20000,2,2,7130,9455,2455,0,0,1
15456,20000,1,2,20036,19322,0,2000,2033,0
15457,2.00E+05,-2,-2,33188,10293,11958,73912,47675,0
15458,80000,1,-2,0,0,0,0,0,0
15459,160000,-2,-2,0,0,0,0,0,0
15460,2.00E+05,-1,2,2006,1823,0,27,0,0
15461,90000,0,0,85769,87877,3535,3703,1026,0
15462,20000,1,2,9913,3261,50,1491,390,0
15463,120000,-1,-1,396,396,396,396,400,0
15464,490000,0,0,156021,155635,8030,9071,10000,0
15465,290000,-1,-1,3137,7999,8042,2980,17941,0
15466,160000,0,0,275241,280903,8365,9368,0,0
15467,220000,2,0,84630,87604,5000,5000,4000,0
15468,290000,0,0,116625,118801,5000,3530,2818,0
15469,360000,-2,-2,0,0,0,0,0,1
15470,120000,2,2,58908,53306,1000,3000,5000,1
15471,360000,0,0,194001,197032,8000,10000,5000,0
15472,80000,-1,-1,390,390,390,390,390,1
15473,420000,-1,-1,3823,149793,150298,10617,3034,0
15474,360000,0,0,12768,0,0,0,0,0
15475,230000,0,0,41414,42420,2000,2500,2000,0
15476,50000,1,2,51814,53077,2400,0,0,1
15477,60000,0,0,60924,60089,2400,2800,1110,0
15478,2.00E+05,0,0,179273,182624,6657,10000,2000,0
15479,480000,-1,-1,1309,662,668,645,27552,0
15480,360000,-2,-2,33597,-1,0,0,0,0
15481,1.00E+05,2,2,94257,78728,0,3100,4000,1
15482,150000,-2,-2,22109,10876,10943,10273,3068,1
15483,20000,0,0,19831,1391,1300,20398,694,0
15484,5.00E+05,-1,-1,2900,0,0,0,0,0
15485,180000,1,-2,0,0,0,0,0,0
15486,230000,0,0,50845,48170,1768,1769,1660,0
15487,180000,-1,-1,5904,5715,5739,2385,2534,0
15488,60000,1,-2,0,0,0,0,0,1
15489,2.00E+05,1,-1,0,581,581,581,581,1
15490,30000,-1,0,38390,20830,4200,36444,4,0
15491,20000,0,0,4596,5675,1161,2717,4733,1
15492,110000,0,0,80959,80733,3486,2958,2940,0
15493,80000,0,0,90894,93167,4000,3200,2431,1
15494,160000,0,0,160303,164150,8000,0,0,0
15495,20000,0,0,19600,19694,1312,1363,1000,1
15496,30000,1,2,4318,5096,1000,1500,1000,0
15497,30000,0,0,29428,19950,1402,10096,6255,0
15498,150000,1,2,52692,54229,3000,3000,0,1
15499,280000,0,0,235937,178376,7000,8000,5000,0
15500,50000,1,2,51210,47140,0,3518,2352,0
15501,50000,2,2,47237,50632,4500,0,1003,1
15502,280000,1,-1,-2159,5777,7936,2980,6493,0
15503,2.00E+05,0,0,92272,69963,6582,0,2301,0
15504,210000,-2,-2,6460,3623,3623,10362,11920,1
15505,360000,-2,-2,0,0,0,0,0,0
15506,50000,1,2,47479,46415,0,4690,1000,0
15507,90000,0,0,60881,65215,5000,2200,12200,0
